,Unnamed: 0,article,simpSent,StandSent,typeOfMatch,standSent,predicted
196,212,Alex_Chernov,"In addition , TED talk videos from David Byrne , Itay Talgam , Evelyn Glennie , and Benjamin Zander .",,0,In the past there have been first performances of several works by Britten : ( A Midsummer Night 's Dream in 1960 ; Death in Venice in 1973 ) and also Harrison Birtwistle 's Punch and Judy in 1968 .,
197,213,Alex_Chernov,"In addition , TED talk videos from David Byrne , Itay Talgam , Evelyn Glennie , and Benjamin Zander .",,0,"The Festival 's Artistic Director is now the composer Thomas Adès , who was appointed in 1999 .",
198,214,Alex_Chernov,Alex Chernov AC QC ( born 12 May 1938 ) is an Australian jurist and the current Governor of Victoria .,,1,Alex Chernov AC QC ( born 12 May 1938 ) is the Governor of Victoria .,
199,215,Alex_Chernov,Alex Chernov AC QC ( born 12 May 1938 ) is an Australian jurist and the current Governor of Victoria .,,0,"Chernov was born in Lithuania to Russian parents , and moved with his family to Salzburg , Austria where he started school .",
200,216,Alex_Chernov,He retired from the bench in February 2008 .,,0,"He wrote a book with Robert Brooking AO , Tenancy Law and Practice : Victoria ( 1972 ) and edited the second edition ( 1980 ) .",
201,217,Alex_Chernov,He retired from the bench in February 2008 .,,0,"In May 1997 he was appointed to the Trial Division of the Supreme Court of Victoria , and in October 1998 to the Court of Appeal .",
202,218,Alex_Chernov,He retired from the bench in February 2008 .,,1,He retired in February 2008 .,
203,219,Alex_Chernov,He retired from the bench in February 2008 .,,0,"He was elected the 20th Chancellor of the University of Melbourne in January 2009 , serving in that office until he resigned to become Governor of Victoria .",
204,220,Alex_Chernov,He assumed that office on 8 April 2011 .,,0,"He was elected the 20th Chancellor of the University of Melbourne in January 2009 , serving in that office until he resigned to become Governor of Victoria .",
205,221,Alex_Chernov,He assumed that office on 8 April 2011 .,,0,"On 21 February 2011 , it was announced that he would become the 28th Governor of Victoria .",
206,222,Alex_Chernov,He assumed that office on 8 April 2011 .,,1,He took officee on 8 April 2011 .,
207,223,Alex_Chernov,He assumed that office on 8 April 2011 .,,0,Chernov is married with three children .,
208,224,Alex_Chernov,"Chernov was admitted to practice and signed the Roll of Counsel as a barrister in 1968 , practising mostly in commercial law and equity .",,0,In 1949 his family moved to Australia and he completed his schooling at Melbourne High School .,
209,225,Alex_Chernov,"Chernov was admitted to practice and signed the Roll of Counsel as a barrister in 1968 , practising mostly in commercial law and equity .",,0,He studied commerce ( business ) and law at the University of Melbourne during the 1960 's .,
210,226,Alex_Chernov,"Chernov was admitted to practice and signed the Roll of Counsel as a barrister in 1968 , practising mostly in commercial law and equity .",,1,"Chernov became a barrister in 1968 , practising mostly in commercial law and equity .",
211,227,Alex_Chernov,"Chernov was admitted to practice and signed the Roll of Counsel as a barrister in 1968 , practising mostly in commercial law and equity .",,0,He was made a Queen 's Counsel in 1980 .,
212,228,Alex_Chernov,"On 26 January 2011 , Chernov was named a Companion of the Order of Australia .",,0,Chernov was appointed Queen 's Counsel in and for the State of Victoria in 1980 .,
213,229,Alex_Chernov,"On 26 January 2011 , Chernov was named a Companion of the Order of Australia .",,0,Chernov was created an Officer of the Order of Australia in the 2007 Queen 's Birthday Honours list for service to the law and education .,
214,230,Alex_Chernov,"On 26 January 2011 , Chernov was named a Companion of the Order of Australia .",,1,"On 26 January 2011 , Chernov was named a Companion of the Order of Australia .",
215,231,Alex_Chernov,"Born in Pella in 356 BC , Alexander was tutored by Aristotle until the age of 16 .",,0,"Alexander the Great ( July 20 or 26 , 356 BC - June 10 323 BC ) was an Ancient Greek king of the kingdom of Macedon .",
216,232,Alex_Chernov,He was the co-author with Robert Brooking AO of Tenancy Law and Practice : Victoria ( 1972 ) and the editor of its second edition ( 1980 ) .,,0,"He was Chairman of the Victorian Bar 1985-86 , Vice-President of the Australian Bar Association 1986-87 and President of the Law Council of Australia 1990-91 .",
217,233,Alex_Chernov,He was the co-author with Robert Brooking AO of Tenancy Law and Practice : Victoria ( 1972 ) and the editor of its second edition ( 1980 ) .,,0,He was Vice President of LawAsia 1995-1997 .,
218,234,Alex_Chernov,He was the co-author with Robert Brooking AO of Tenancy Law and Practice : Victoria ( 1972 ) and the editor of its second edition ( 1980 ) .,,1,"He wrote a book with Robert Brooking AO , Tenancy Law and Practice : Victoria ( 1972 ) and edited the second edition ( 1980 ) .",
219,235,Alex_Chernov,He was the co-author with Robert Brooking AO of Tenancy Law and Practice : Victoria ( 1972 ) and the editor of its second edition ( 1980 ) .,,0,"In May 1997 he was appointed to the Trial Division of the Supreme Court of Victoria , and in October 1998 to the Court of Appeal .",
220,236,Alex_Chernov,"He was Chairman of the Victorian Bar 1985-86 , Vice-President of the Australian Bar Association 1986-87 and President of the Law Council of Australia 1990-91 .",,0,"Chernov became a barrister in 1968 , practising mostly in commercial law and equity .",
221,237,Alex_Chernov,"He was Chairman of the Victorian Bar 1985-86 , Vice-President of the Australian Bar Association 1986-87 and President of the Law Council of Australia 1990-91 .",,0,He was made a Queen 's Counsel in 1980 .,
222,238,Alex_Chernov,"He was Chairman of the Victorian Bar 1985-86 , Vice-President of the Australian Bar Association 1986-87 and President of the Law Council of Australia 1990-91 .",,1,"He was Chairman of the Victorian Bar 1985-86 , Vice-President of the Australian Bar Association 1986-87 and President of the Law Council of Australia 1990-91 .",
223,239,Alex_Chernov,"He was Chairman of the Victorian Bar 1985-86 , Vice-President of the Australian Bar Association 1986-87 and President of the Law Council of Australia 1990-91 .",,0,He was Vice President of LawAsia 1995-1997 .,
224,240,Alex_Chernov,"On 21 February 2011 , it was announced that he would become the 28th Governor of Victoria .",,0,He retired in February 2008 .,
225,241,Alex_Chernov,"On 21 February 2011 , it was announced that he would become the 28th Governor of Victoria .",,0,"He was elected the 20th Chancellor of the University of Melbourne in January 2009 , serving in that office until he resigned to become Governor of Victoria .",
226,242,Alex_Chernov,"On 21 February 2011 , it was announced that he would become the 28th Governor of Victoria .",,1,"On 21 February 2011 , it was announced that he would become the 28th Governor of Victoria .",
227,243,Alex_Chernov,"On 21 February 2011 , it was announced that he would become the 28th Governor of Victoria .",,0,He took officee on 8 April 2011 .,
228,244,Alex_Chernov,Chernov was created an Officer of the Order of Australia in the 2007 Queen 's Birthday Honours list for service to the law and education .,,0,Chernov is married with three children .,
229,245,Alex_Chernov,Chernov was created an Officer of the Order of Australia in the 2007 Queen 's Birthday Honours list for service to the law and education .,,0,Chernov was appointed Queen 's Counsel in and for the State of Victoria in 1980 .,
230,246,Alex_Chernov,Chernov was created an Officer of the Order of Australia in the 2007 Queen 's Birthday Honours list for service to the law and education .,,1,Chernov was created an Officer of the Order of Australia in the 2007 Queen 's Birthday Honours list for service to the law and education .,
231,247,Alex_Chernov,Chernov was created an Officer of the Order of Australia in the 2007 Queen 's Birthday Honours list for service to the law and education .,,0,"On 26 January 2011 , Chernov was named a Companion of the Order of Australia .",
232,248,Alex_Chernov,Alex Chernov AC QC ( born 12 May 1938 ) is an Australian jurist and the current Governor of Victoria .,,0,"On 26 January 2011 , Chernov was named a Companion of the Order of Australia .",
233,249,Alex_Chernov,"Chernov was born in Lithuania to Russian parents , and migrated with his family to Salzburg , Austria where he commenced his schooling .",,0,Alex Chernov AC QC ( born 12 May 1938 ) is the Governor of Victoria .,
234,250,Alex_Chernov,"Chernov was born in Lithuania to Russian parents , and migrated with his family to Salzburg , Austria where he commenced his schooling .",,1,"Chernov was born in Lithuania to Russian parents , and moved with his family to Salzburg , Austria where he started school .",
235,251,Alex_Chernov,"Chernov was born in Lithuania to Russian parents , and migrated with his family to Salzburg , Austria where he commenced his schooling .",,0,In 1949 his family moved to Australia and he completed his schooling at Melbourne High School .,
236,252,Alex_Chernov,B. ) ( with Honours ) from the University of Melbourne in 1961 and 1968 respectively .,,0,"Chernov was born in Lithuania to Russian parents , and moved with his family to Salzburg , Austria where he started school .",
237,253,Alex_Chernov,B. ) ( with Honours ) from the University of Melbourne in 1961 and 1968 respectively .,,0,In 1949 his family moved to Australia and he completed his schooling at Melbourne High School .,
238,254,Alex_Chernov,B. ) ( with Honours ) from the University of Melbourne in 1961 and 1968 respectively .,,1,He studied commerce ( business ) and law at the University of Melbourne during the 1960 's .,
239,255,Alex_Chernov,B. ) ( with Honours ) from the University of Melbourne in 1961 and 1968 respectively .,,0,"Chernov became a barrister in 1968 , practising mostly in commercial law and equity .",
240,256,Alex_Chernov,He was Vice President of LawAsia 1995-1997 .,,0,He was made a Queen 's Counsel in 1980 .,
241,257,Alex_Chernov,He was Vice President of LawAsia 1995-1997 .,,0,"He was Chairman of the Victorian Bar 1985-86 , Vice-President of the Australian Bar Association 1986-87 and President of the Law Council of Australia 1990-91 .",
242,258,Alex_Chernov,He was Vice President of LawAsia 1995-1997 .,,1,He was Vice President of LawAsia 1995-1997 .,
243,259,Alex_Chernov,He was Vice President of LawAsia 1995-1997 .,,0,"He wrote a book with Robert Brooking AO , Tenancy Law and Practice : Victoria ( 1972 ) and edited the second edition ( 1980 ) .",
244,260,Aspen,"They are able to survive forest fires , because the roots are below the heat of the fire , with new sprouts growing after the fire burns out .",,0,"It spreads extensively by root sprouts , which may be produced up to 40 metres from the parent tree .",
245,261,Aspen,"They are able to survive forest fires , because the roots are below the heat of the fire , with new sprouts growing after the fire burns out .",,0,They form extensive clonal colonies .,
246,262,Aspen,"They are able to survive forest fires , because the roots are below the heat of the fire , with new sprouts growing after the fire burns out .",,1,"Large numbers of new shoots can be produced in this way , especially after a major disturbance such as fire .",
247,263,Aspen,"Aspens do not thrive in the shade , and it is difficult for seedlings to grow in an already mature aspen stand .",,0,Aspens are a type of poplar tree with leaves that move with the slightest wind .,
248,264,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,0,Populus tremuloides is the American aspen .,
249,265,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,0,It is common in temperate and colder regions of North America .,
250,266,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,1,It forms large stands ( groups ) of genetically identical trees ( clones ) connected by a single underground root system .,
251,267,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,1,These trees form through root sprouts coming off an original parent tree .,
252,271,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,0,"The largest known fully connected aspen is a grove in Utah nicknamed ` Pando ' , and some experts call it the largest organism in the world , by mass or volume .",
253,272,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,0,Pollinated female catkins ripen in early summer and release tiny seeds which are tufted with hairs .,
254,273,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,0,"Like other aspens , its main method of reproduction is vegetative ( asexual ) .",
255,274,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,1,"It spreads extensively by root sprouts , which may be produced up to 40 metres from the parent tree .",
256,275,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,1,They form extensive clonal colonies .,
257,279,Aspen,"All of the aspens typically grow in large clonal colonies derived from a single seedling , and spread by means of root suckers ; new stems in the colony may appear at up to 30-40 m ( 98-130 ft ) from the parent tree .",,0,"Large numbers of new shoots can be produced in this way , especially after a major disturbance such as fire .",
258,280,Aspen,"One such colony in Utah , given the nickname of `` Pando '' , is estimated to be 80,000 years old , making it possibly the oldest living colony of aspens .",,0,It forms large stands ( groups ) of genetically identical trees ( clones ) connected by a single underground root system .,
259,281,Aspen,"One such colony in Utah , given the nickname of `` Pando '' , is estimated to be 80,000 years old , making it possibly the oldest living colony of aspens .",,0,These trees form through root sprouts coming off an original parent tree .,
260,282,Aspen,"One such colony in Utah , given the nickname of `` Pando '' , is estimated to be 80,000 years old , making it possibly the oldest living colony of aspens .",,1,"The largest known fully connected aspen is a grove in Utah nicknamed ` Pando ' , and some experts call it the largest organism in the world , by mass or volume .",
261,283,Aspen,"One such colony in Utah , given the nickname of `` Pando '' , is estimated to be 80,000 years old , making it possibly the oldest living colony of aspens .",,0,"It covers 0.43 km2 ( 106 acres ) and is estimated to weigh 6,600 short tons ( 6,000 t ) .",
262,284,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,0,Aspens are a type of poplar tree with leaves that move with the slightest wind .,
263,285,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,0,The two main species are both called ` trembling aspens ' or ` quaking aspens ' on account of their leaves .,
264,286,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,1,Populus tremuloides is the American aspen .,
265,287,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,1,It is common in temperate and colder regions of North America .,
266,291,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,0,It forms large stands ( groups ) of genetically identical trees ( clones ) connected by a single underground root system .,
267,292,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,0,"The largest known fully connected aspen is a grove in Utah nicknamed ` Pando ' , and some experts call it the largest organism in the world , by mass or volume .",
268,293,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,0,"It covers 0.43 km2 ( 106 acres ) and is estimated to weigh 6,600 short tons ( 6,000 t ) .",
269,294,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,1,"Populus tremula is a species of poplar native to cool temperate regions of Europe and Asia , from the British Isles east to Kamchatka , north to inside the Arctic Circle in Scandinavia and northern Russia , and south to central Spain , Turkey , the Tian Shan mountain system , North Korea , and northern Japan .",
270,295,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,0,It also occurs at one site in northwest Africa in Algeria .,
271,298,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,1,"In the south of its range , it occurs at high altitudes in mountains .",
272,299,Aspen,"These species are called aspens : Populus adenopoda : Chinese aspen ( China , south of P. tremula ) Populus grandidentata : Bigtooth aspen ( eastern North America , south of P. tremuloides ) Populus sieboldii : Japanese aspen ( Japan ) Populus tremula : Eurasian aspen ( northern Europe and Asia ) Populus tremuloides : American aspen ( northern and western North America ) The aspens are all native to cold regions with cool summers , in the north of the Northern Hemisphere , extending south at high altitudes in the mountains .",,0,"It is a hardy species which tolerates long , cold winters and short summers .",
273,300,American_Lacrosse_Conference,In 2011 it was announced that the conference will add Michigan as the seventh member .,,0,Current members are : University of Florida .,
274,301,American_Lacrosse_Conference,In 2011 it was announced that the conference will add Michigan as the seventh member .,,0,Johns Hopkins University .,
275,302,American_Lacrosse_Conference,In 2011 it was announced that the conference will add Michigan as the seventh member .,,1,University of Michigan .,
276,303,American_Lacrosse_Conference,In 2011 it was announced that the conference will add Michigan as the seventh member .,,0,Northwestern University .,
277,304,American_Lacrosse_Conference,"In 2009-10 , two more Southeastern Conference universities joined the ALC : South Carolina and Florida .",,0,Women 's lacrosse is the only sport that this conference plays-all members are in other conferences for other sports .,
278,305,American_Lacrosse_Conference,"In 2009-10 , two more Southeastern Conference universities joined the ALC : South Carolina and Florida .",,0,The conference champion earns a spot in the NCAA Division I women 's lacrosse tournament .,
279,306,American_Lacrosse_Conference,"In 2009-10 , two more Southeastern Conference universities joined the ALC : South Carolina and Florida .",,1,Current members are : University of Florida .,
280,307,American_Lacrosse_Conference,"In 2009-10 , two more Southeastern Conference universities joined the ALC : South Carolina and Florida .",,0,Johns Hopkins University .,
281,308,American_Lacrosse_Conference,Ohio University exited the ALC when the OU Athletics Department decided to drop several sports programs including women 's lacrosse in January 2007 .,,0,University of Michigan .,
282,309,American_Lacrosse_Conference,Ohio University exited the ALC when the OU Athletics Department decided to drop several sports programs including women 's lacrosse in January 2007 .,,0,Northwestern University .,
283,310,American_Lacrosse_Conference,Ohio University exited the ALC when the OU Athletics Department decided to drop several sports programs including women 's lacrosse in January 2007 .,,1,Ohio State University .,
284,311,American_Lacrosse_Conference,Ohio University exited the ALC when the OU Athletics Department decided to drop several sports programs including women 's lacrosse in January 2007 .,,0,Pennsylvania State University .,
285,312,American_Lacrosse_Conference,"The ALC currently has six full members in the Eastern United States : Former members of the ALC include Davidson College in Davidson , North Carolina and Ohio University in Athens , Ohio .",,0,University of Michigan .,
286,313,American_Lacrosse_Conference,"The ALC currently has six full members in the Eastern United States : Former members of the ALC include Davidson College in Davidson , North Carolina and Ohio University in Athens , Ohio .",,0,Northwestern University .,
287,314,American_Lacrosse_Conference,"The ALC currently has six full members in the Eastern United States : Former members of the ALC include Davidson College in Davidson , North Carolina and Ohio University in Athens , Ohio .",,1,Ohio State University .,
288,315,American_Lacrosse_Conference,"The ALC currently has six full members in the Eastern United States : Former members of the ALC include Davidson College in Davidson , North Carolina and Ohio University in Athens , Ohio .",,0,Pennsylvania State University .,
289,316,American_Lacrosse_Conference,"He died in Prague on 14 July 1939 , due to lung infection , and was interred there in the Vyšehrad cemetery .",,0,"He declared that art existed only to communicate a spiritual message , and nothing more .",
290,317,American_Lacrosse_Conference,"He died in Prague on 14 July 1939 , due to lung infection , and was interred there in the Vyšehrad cemetery .",,0,"He was frustrated at the fame he gained through commercial art , when he most wanted to concentrate on more lofty projects that would ennoble art and his birthplace .",
291,318,American_Lacrosse_Conference,The American Lacrosse Conference ( ALC ) is a NCAA Division I women 's lacrosse-only college athletic conference whose six members are located in the eastern half of the United States .,,1,The American Lacrosse Conference is a group of colleges and universities in the eastern half of the United States that play NCAA Division I women 's lacrosse against one another each season .,
292,319,American_Lacrosse_Conference,The American Lacrosse Conference ( ALC ) is a NCAA Division I women 's lacrosse-only college athletic conference whose six members are located in the eastern half of the United States .,,0,Women 's lacrosse is the only sport that this conference plays-all members are in other conferences for other sports .,
293,320,Atrax,Examination of bite records has implicated wandering males in most if not all fatal funnel-web bites to humans .,,0,By Nancy Cushing and Kevin Markwell .,
294,321,Atrax,"Adult males , recognized by the modified terminal segment of the palp , will defend themselves vigorously if they feel threatened and tend to wander during the warmer months of the year looking for receptive females for mating .",,0,Spiders of the genus Atrax have very strong venom .,
295,322,Atrax,"Adult males , recognized by the modified terminal segment of the palp , will defend themselves vigorously if they feel threatened and tend to wander during the warmer months of the year looking for receptive females for mating .",,1,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .,
296,323,Atrax,"Adult males , recognized by the modified terminal segment of the palp , will defend themselves vigorously if they feel threatened and tend to wander during the warmer months of the year looking for receptive females for mating .",,0,Next they will bite .,
297,324,Atrax,There have been 27 recorded deaths in Australia in the last 100 years from spider bites .,,0,Next they will bite .,
298,325,Atrax,There have been 27 recorded deaths in Australia in the last 100 years from spider bites .,,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .,
299,326,Atrax,There have been 27 recorded deaths in Australia in the last 100 years from spider bites .,,1,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .,
300,327,Atrax,There have been 27 recorded deaths in Australia in the last 100 years from spider bites .,,0,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .,
301,328,Atrax,"The purified rabbit IgG antivenom was developed in 1981 through a team effort led by Dr Struan Sutherland , head of immunology at the Australian Commonwealth Serum Laboratories in Melbourne .",,0,Next they will bite .,
302,329,Atrax,"The purified rabbit IgG antivenom was developed in 1981 through a team effort led by Dr Struan Sutherland , head of immunology at the Australian Commonwealth Serum Laboratories in Melbourne .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .,
303,330,Atrax,"The purified rabbit IgG antivenom was developed in 1981 through a team effort led by Dr Struan Sutherland , head of immunology at the Australian Commonwealth Serum Laboratories in Melbourne .",,1,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .,
304,331,Atrax,"The purified rabbit IgG antivenom was developed in 1981 through a team effort led by Dr Struan Sutherland , head of immunology at the Australian Commonwealth Serum Laboratories in Melbourne .",,0,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .,
305,332,Atrax,"One member of the genus Hadronyche , the northern tree funnel-web has also been claimed to cause fatal envenomation but , to date , this lacks the support of a specific medical report .",,0,References .,
306,333,Atrax,"One member of the genus Hadronyche , the northern tree funnel-web has also been claimed to cause fatal envenomation but , to date , this lacks the support of a specific medical report .",,0,By Nancy Cushing and Kevin Markwell .,
307,334,Atrax,Assays of venom from several Hadronyche species have shown it to be similar to Atrax venom .,,1,Spiders of the genus Atrax have very strong venom .,
308,335,Atrax,Assays of venom from several Hadronyche species have shown it to be similar to Atrax venom .,,0,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .,
309,336,Atrax,It has been claimed that approximately 10 % to 25 % of bites will produce significant toxicity but the likelihood can not be predicted and all should be treated as potentially life-threatening .,,0,By Nancy Cushing and Kevin Markwell .,
310,337,Atrax,Funnel-webs are not normally aggressive but will defend themselves vigorously if frightened or threatened .,,0,Spiders of the genus Atrax have very strong venom .,
311,338,Atrax,Funnel-webs are not normally aggressive but will defend themselves vigorously if frightened or threatened .,,1,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .,
312,339,Atrax,Funnel-webs are not normally aggressive but will defend themselves vigorously if frightened or threatened .,,0,Next they will bite .,
313,340,Atrax,Death may occur within a period ranging from 15 minutes ( this occurred when a small child was bitten ) to three days .,,0,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .,
314,341,Atrax,Death may occur within a period ranging from 15 minutes ( this occurred when a small child was bitten ) to three days .,,0,Next they will bite .,
315,342,Atrax,Death may occur within a period ranging from 15 minutes ( this occurred when a small child was bitten ) to three days .,,1,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .,
316,343,Atrax,Death may occur within a period ranging from 15 minutes ( this occurred when a small child was bitten ) to three days .,,0,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .,
317,344,Atrax,"The subfamily includes species with medically significant venom , the most well-known of which is the Sydney funnel-web spider ( Atrax robustus ) .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .,
318,345,Atrax,"The subfamily includes species with medically significant venom , the most well-known of which is the Sydney funnel-web spider ( Atrax robustus ) .",,0,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .,
319,346,Atrax,"The subfamily includes species with medically significant venom , the most well-known of which is the Sydney funnel-web spider ( Atrax robustus ) .",,1,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .,
320,347,Atrax,"The subfamily includes species with medically significant venom , the most well-known of which is the Sydney funnel-web spider ( Atrax robustus ) .",,0,References .,
321,348,Atrax,"Prior to the introduction of antivenom , envenomation resulted in significant morbidity and mortality .",,0,Next they will bite .,
322,349,Atrax,"Prior to the introduction of antivenom , envenomation resulted in significant morbidity and mortality .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .,
323,350,Atrax,"Prior to the introduction of antivenom , envenomation resulted in significant morbidity and mortality .",,1,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .,
324,351,Atrax,"Prior to the introduction of antivenom , envenomation resulted in significant morbidity and mortality .",,0,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .,
325,352,Atrax,The spiders can survive such immersion for several hours and can deliver a bite when removed from the water .,,0,Spiders of the genus Atrax have very strong venom .,
326,353,Atrax,The spiders can survive such immersion for several hours and can deliver a bite when removed from the water .,,0,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .,
327,354,Atrax,The spiders can survive such immersion for several hours and can deliver a bite when removed from the water .,,1,Next they will bite .,
328,355,Atrax,The spiders can survive such immersion for several hours and can deliver a bite when removed from the water .,,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .,
329,356,Atrax,"Atracinae , commonly known as Australian funnel-web spiders , is a subfamily of spiders in the funnel-web spider family Hexathelidae .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .,
